model,system,issue_id,title,package,predicted_priority,true_priority,confidence,reason
qwen2.5:14b,A,7911,Remove unused BaseTools\Source\Python\UPT\Dll (Bugzilla Bug 1735),basetools,low,high,0.85,The issue involves removing unused code which is typically a low priority task.
qwen2.5:14b,A,7910,Bin Cache database should be read only for --binary-source usage (Bugzilla Bug 1732),basetools,low,low,0.8,The issue is about making the bin cache database read-only and does not indicate severe consequences like crashes or security vulnerabilities.
qwen2.5:14b,A,7909,ECC reports 1 error in UefiCpuPkg (Bugzilla Bug 1731),ueficpupkg,high,medium,0.85,"The issue involves ECC reports and has a duplicate bug, indicating potential severity similar to other high-priority issues in the same package."
qwen2.5:14b,A,7908,ECC report 1 error in IntelFsp2WrapperPkg (Bugzilla Bug 1730),intelfsp2wrapperpkg,high,medium,0.85,"The issue involves an ECC report error in a specific package, similar to other high priority issues related to toolchain and build problems."
qwen2.5:14b,A,7907,Build fails on some build machine after the commit 05217d210e8da37b47d0be58ec363f7af2fa1c18 (Bugzilla Bug 1729),basetools,high,high,0.85,Build failures after specific commits are typically high priority as they affect multiple build machines and can block development progress.
qwen2.5:14b,A,7906,Report ASSERT if reenter setup page on Emulator (Bugzilla Bug 1728),emulatorpkg,medium,low,0.8,Similar to other issues in mdemodulepkg and emulatorpkg with medium priority.
qwen2.5:14b,A,7905,GenFw doesn't work correctly when convert ELF image to EFI image with -e PEIM -z option both (Bugzilla Bug 1727),basetools,medium,medium,0.85,Similar to other issues in basetools package with medium priority.
qwen2.5:14b,A,7904,Enhance Bin Cache database to support save the cache for multiple platforms with multiple tool-chains and targets (Bugzilla Bug 1726),basetools,high,medium,0.85,"The issue involves enhancing a critical feature (Bin Cache database) for multiple platforms and tool-chains, which aligns with high priority issues in BaseTools package."
qwen2.5:14b,A,7903,Bin Cache wrongly cache hit for CLANG38 build with the GCC5 build cache result (Bugzilla Bug 1725),basetools,high,medium,0.85,Similar to other build cache and toolchain issues in basetools package that affect multiple compiler builds.
qwen2.5:14b,A,9715,Provide the way to enable VS w4701 and w4703 warning (Bugzilla Bug 1724),basetools,low,medium,0.8,The issue is about enabling compiler warnings which typically do not impact functionality or security directly.
qwen2.5:14b,A,7902,Build cache of binary files fails on MinPlatform Kabylake windows build (Bugzilla Bug 1723),basetools,medium,medium,0.8,Similar to other build cache issues in BaseTools with medium priority.
qwen2.5:14b,A,7901,Share code for BaseUefiDecompressLib in MdePkg and BaseUefiTianoCustomDecompressLib in MdeModulePkg (Bugzilla Bug 1722),mdepkg,medium,medium,0.8,Similar to other code sharing and refactoring issues in mdepkg.
qwen2.5:14b,A,7900,Remove framework pkgs dependency from EmulatorPkg (Bugzilla Bug 1721),emulatorpkg,medium,high,0.8,Similar to other EmulatorPkg issues that do not have a high severity label.
qwen2.5:14b,A,7899,Remove framework pkgs dependency from BeagleBoardPkg and EmbeddedPkg (Bugzilla Bug 1720),beagleboardpkg,medium,high,0.8,The issue involves removing dependencies which is a structural change but not necessarily critical or urgent.
qwen2.5:14b,A,7898,Quark: Remove IntelFrameworkPkg/IntelFrameworkModulePkg dependencies (Bugzilla Bug 1719),quarkplatformpkg,medium,high,0.8,Similar to other dependency removal issues which are typically medium priority.
qwen2.5:14b,A,7897,update ConvertFceToStructurePcd.py with the char order PCD name. (Bugzilla Bug 1718),basetools,low,medium,0.85,The issue is about updating a script and does not indicate critical functionality or security concerns.
qwen2.5:14b,A,7896,IntelFsp2WrapperPkg: Perform post FSP-S process. (Bugzilla Bug 1716),intelfsp2wrapperpkg,medium,low,0.8,Similar to other issues in the same package without a clear indication of severity.
qwen2.5:14b,A,9714,HTTP redirections not handled properly (Bugzilla Bug 1715),networkpkg,medium,high,0.8,Similar to other network-related issues that are typically medium priority.
qwen2.5:14b,A,7895,HTTPS boot is impossible on aarch64 (Bugzilla Bug 1714),armvirtpkg,medium,low,0.8,Similar to other issues in armvirtpkg with medium priority.
qwen2.5:14b,A,7894,UefiCpuPkg: Coverity scan flags multiple issues in edk2-stable201903 (Bugzilla Bug 1713),ueficpupkg,high,low,0.9,Similar issues in the same package flagged by Coverity scan are typically high priority.
qwen2.5:14b,A,7893,ShellPkg: Coverity scan flags multiple issues in edk2-stable201903 (Bugzilla Bug 1712),shellpkg,medium,low,0.85,Similar to other ShellPkg issues that have been classified as medium priority.
qwen2.5:14b,A,7892,PcAtChipsetPkg: Coverity scan flags multiple issues in edk2-stable201903 (Bugzilla Bug 1711),pcatchipsetpkg,medium,low,0.8,Similar to other issues in the same package that are classified as medium priority.
qwen2.5:14b,A,7891,NetworkPkg: Coverity scan flags multiple issues in edk2-stable201903 (Bugzilla Bug 1709),networkpkg,high,low,0.85,Similar to other high priority issues related to Coverity scan flags in NetworkPkg.
qwen2.5:14b,A,7890,MdePkg: Coverity scan flags multiple issues in edk2-stable201903 (Bugzilla Bug 1708),mdepkg,high,low,0.9,"The issue involves Coverity scan flags multiple issues in a critical package (MdePkg), similar to other high-priority issues reported for MdeModulePkg and Basetools."
qwen2.5:14b,A,7889,MdeModulePkg: Coverity scan flags multiple issues in edk2-stable201903 (Bugzilla Bug 1707),mdemodulepkg,medium,low,0.8,Similar to other tool-related issues in BaseTools and MdeModulePkg with medium priority.
qwen2.5:14b,A,7888,IntelFspPkg: Coverity scan flags multiple issues in edk2-stable201903 (Bugzilla Bug 1706),intelfsppkg,medium,medium,0.85,Similar to other Coverity scan issues in different packages which are typically medium priority.
qwen2.5:14b,A,7887,IntelFsp2Pkg: Coverity scan flags multiple issues in edk2-stable201903 (Bugzilla Bug 1705),intelfsp2pkg,medium,low,0.8,Similar to other issues in the same package that are medium priority.
qwen2.5:14b,A,7886,FatPkg: Coverity scan flags multiple issues in edk2-stable201903 (Bugzilla Bug 1703),fatpkg,medium,low,0.85,Similar to other Coverity scan issues which are typically medium priority unless there is specific evidence of high severity impact.
qwen2.5:14b,A,7885,CryptoPkg: Coverity scan flags multiple issues in edk2-stable201903 (Bugzilla Bug 1702),cryptopkg,high,low,0.85,Similar to other high priority issues related to Coverity scan flags in critical packages like CryptoPkg.
qwen2.5:14b,A,7884,BaseTools: Coverity scan flags multiple issues in edk2-stable201903 (Bugzilla Bug 1701),basetools,high,low,0.85,Similar to other high priority issues related to Coverity scan flags in BaseTools package.
qwen2.5:14b,A,7883,ArmPlatformPkg: Coverity scan flags multiple issues in edk2-stable201903 (Bugzilla Bug 1700),armplatformpkg,high,medium,0.85,"The issue involves multiple Coverity scan flags in a stable branch, indicating potential severe issues."
qwen2.5:14b,A,7882,AppPkg: Coverity scan flags multiple issues in edk2-stable201903 (Bugzilla Bug 1699),apppkg,medium,high,0.8,Similar to other issues in AppPkg that have been classified as medium priority.
qwen2.5:14b,A,7881,Remove NetworkPkg/IpSecDxe (Bugzilla Bug 1697),networkpkg,medium,high,0.8,Similar to other package-specific removal requests without critical impact.
qwen2.5:14b,A,7880,Nmake may report AutoGen.h file can't be found on Windows OS (Bugzilla Bug 1696),basetools,medium,high,0.85,Similar to other build tool issues in basetools package.
qwen2.5:14b,A,7879,Add PCD to Enabled/Disabled IPv4/IPv6 PXE Support in NetworkPkg (Bugzilla Bug 1695),networkpkg,medium,medium,0.8,The issue involves adding PCDs for PXE support which is a feature enhancement rather than a critical bug or system crash.
qwen2.5:14b,A,7878,Update edksetup.bat to support the different VS tool chain setup (Bugzilla Bug 1693),-,low,high,0.8,"The issue is about updating a script for toolchain setup, which typically has less impact compared to build or runtime errors."
qwen2.5:14b,A,7877,BaseTools: Hash false success with back to back builds (Bugzilla Bug 1692),basetools,high,medium,0.85,"The issue involves false success in hash verification during back-to-back builds, which can lead to security vulnerabilities similar to other high priority issues in BaseTools."
qwen2.5:14b,A,7876,New OvmfXen platform with Xen PVH support (Bugzilla Bug 1689),ovmfpkg,medium,medium,0.8,The issue is about adding platform support which does not seem to be a critical bug or security flaw.
qwen2.5:14b,A,7874,Add multiple console with multi monitor support to EmulatorPkg as Nt32Pkg has (Bugzilla Bug 1687),emulatorpkg,medium,medium,0.8,Similar to other EmulatorPkg issues that do not have high severity labels.
qwen2.5:14b,A,7873,Emulator CPU frequency information displays 0.00 GHZ (Bugzilla Bug 1686),emulatorpkg,low,medium,0.8,Similar to other display or informational issues in emulatorpkg that do not impact core functionality.
qwen2.5:14b,A,9713,HTTP STATUS code design is untenable. (Bugzilla Bug 1685),networkpkg,medium,high,0.8,Similar to other networkpkg issues with medium priority.
qwen2.5:14b,A,7872,Move BaseUefiTianoCustomDecompressLib from IntelFrameworkModulePkg to MdeModulePkg (Bugzilla Bug 1683),mdemodulepkg,low,low,0.8,The issue is about moving a library between packages without indicating any critical impact or severe consequences.
qwen2.5:14b,A,7870,BaseTools: Fix corner-cases of --hash feature (Bugzilla Bug 1680),basetools,medium,medium,0.8,Similar to other BaseTools issues that are medium priority.
qwen2.5:14b,A,7869,CpuCommonFeaturesLib Aesni.c Remove CPU generations check (Bugzilla Bug 1679),ueficpupkg,medium,high,0.8,Similar to other issues in ueficpupkg with medium priority.
qwen2.5:14b,A,7868,Add a pcd to control the PlatformRecovery behavior (Bugzilla Bug 1678),mdemodulepkg,medium,low,0.85,Similar to other mdemodulepkg issues with medium priority.
qwen2.5:14b,A,7867,Update the debug code to support UINT64 print in CapsulePei (Bugzilla Bug 1677),mdemodulepkg,medium,low,0.8,Similar to other mdemodulepkg issues that do not explicitly indicate high severity.
qwen2.5:14b,A,9712,Add two event immediately before and after with ReadyToBoot (Bugzilla Bug 1676),mdemodulepkg,low,low,0.8,The issue does not indicate any critical failure or performance degradation.
qwen2.5:14b,A,7866,Remove ShellBinPkg from edk2/master (Bugzilla Bug 1675),shellbinpkg,low,low,0.8,The issue is about removing a package which does not indicate critical system failure or security vulnerability.
qwen2.5:14b,A,9711,Http Reconfigure Fails (Bugzilla Bug 1674),networkpkg,medium,medium,0.85,Similar to other networkpkg issues with medium priority.
qwen2.5:14b,A,9710,Remove the additional copy action from DEBUG dir to OUTPUT dir (Bugzilla Bug 1673),basetools,low,low,0.85,The bug involves a minor build process improvement without functional impact.
qwen2.5:14b,A,7865,Enable multiple thread for MSVC compiler (Bugzilla Bug 1672),basetools,low,low,0.85,Similar to other build and toolchain issues in basetools package but does not indicate critical failure or security impact.
qwen2.5:14b,A,7864,BaseTools: Python exception when compiling BaseTools in Chinese OS. (Bugzilla Bug 1670),basetools,high,low,0.85,"The issue involves a Python exception during compilation in BaseTools, similar to other high-priority build failure issues."
qwen2.5:14b,A,9709,Network stack malfunction with removable NIC's (Bugzilla Bug 1669),networkpkg,high,medium,0.85,"The issue involves a network stack malfunction which can lead to severe system instability and data loss, similar in critical nature to other high-priority issues."
qwen2.5:14b,A,9708,CpuDxe depends on undefined behavior to enable interrupts. (Bugzilla Bug 1668),ueficpupkg,high,medium,0.85,"The issue involves undefined behavior in a critical component (CpuDxe), similar to other high-priority issues affecting core functionality."
qwen2.5:14b,A,7863,Remove tools chain with ASL tool (Bugzilla Bug 1667),basetools,medium,low,0.8,Similar to other BaseTools issues without a clear indication of severity beyond typical toolchain concerns.
qwen2.5:14b,A,7862,Remove ICC tool chain from tools_def.txt (Bugzilla Bug 1666),basetools,low,high,0.85,"The issue is about removing a tool chain from configuration files, which seems to have minimal impact compared to other high priority issues involving crashes or severe functionality problems."
qwen2.5:14b,A,7861,Build fail when the structure pcd has member of flexible size array (Bugzilla Bug 1665),basetools,medium,medium,0.8,Similar to other build failure issues in BaseTools package which are typically medium priority.
qwen2.5:14b,A,7860,"""Plarform"" typo in user-visible string (Bugzilla Bug 1664)",apppkg,low,medium,0.85,Typographical errors in user-visible strings are generally less severe than functional or security issues.
qwen2.5:14b,A,7859,EDK_TOOLS_PATH instead of BASE_TOOLS_PATH (Bugzilla Bug 1663),basetools,low,medium,0.8,The issue is about environment variable naming and does not impact functionality or security.
qwen2.5:14b,A,7858,Copy BaseUefiTianoCustomDecompressLib instance from IntelFrameworkModulePkg to MdeModulePkg (Bugzilla Bug 1662),mdemodulepkg,low,low,0.8,The issue involves copying a library instance and does not indicate critical functionality or severe impact.
qwen2.5:14b,A,7857,[MdeModulePkg DSC] Listing library SmmLockBoxPeiLib.inf under [LibraryClasses.common.PEIM] may not be proper (Bugzilla Bug 1660),mdemodulepkg,medium,low,0.8,Similar to other MdeModulePkg issues that are medium priority due to potential improper library usage.
qwen2.5:14b,A,7856,"Incorrect line ending in ArmPkg, ArmVirtPkg, and ArmPlatformPkg generate PatchCheck.py errors (Bugzilla Bug 1659)",armplatformpkg,low,low,0.85,The bug primarily affects build tools and does not indicate a security or performance critical issue.
qwen2.5:14b,A,7855,Fix files with incorrect line endings in CorebootModulePkg to pass PatchCheck.py (Bugzilla Bug 1658),corebootmodulepkg,low,low,0.85,Similar to other low priority issues related to fixing file formatting and passing checks.
qwen2.5:14b,A,7854,Add .sh extension to EmulatorPkg/Unix/GdbRun for compatibility with PatchCheck.py (Bugzilla Bug 1657),emulatorpkg,low,low,0.85,The issue is about adding a file extension for compatibility and does not impact functionality or security.
qwen2.5:14b,A,7853,Update PatchCheck.py for change to BSD+Patent License with SPDX identifiers (Bugzilla Bug 1655),basetools,low,low,0.85,The issue is about updating a script for license changes and does not impact functionality or security.
qwen2.5:14b,A,7852,Add SPDX identifier for files covered by MIT license in OvmfPkg (Bugzilla Bug 1654),ovmfpkg,low,low,0.85,The issue is about adding SPDX identifiers for license compliance and does not impact functionality or security.
qwen2.5:14b,A,7851,Remove create-release.py script from OvmfPkg (Bugzilla Bug 1653),ovmfpkg,medium,low,0.8,Similar to other OvmfPkg issues without a clear indication of severity beyond routine maintenance.
qwen2.5:14b,A,7850,HII DB lock may be leaked on error return (Bugzilla Bug 1652),mdemodulepkg,high,high,0.85,Similar to other high priority issues in mdemodulepkg related to memory management and error handling.
qwen2.5:14b,A,7849,"Restart the emulator, the boot order will sometimes restore the default (Bugzilla Bug 1650)",emulatorpkg,medium,medium,0.8,Similar to other functional issues reported in different packages with medium priority.
qwen2.5:14b,A,7848,Need to boot into UEFI Internal Shell directly when run the emulator (Bugzilla Bug 1649),emulatorpkg,medium,medium,0.7,No specific severity indicators; similar to other issues without high priority flags but also not trivial.
qwen2.5:14b,A,7847,BaseTools: Fix private includes when module scope FILE_GUID override is used (Bugzilla Bug 1648),basetools,medium,high,0.85,Similar to other BaseTools issues that are classified as medium priority.
qwen2.5:14b,A,7846,Add MicrocodeFlashAccessLibNull.inf to IntelSiliconPkg.dsc for build test only (Bugzilla Bug 1647),intelsiliconpkg,low,low,0.85,"The issue is about adding a specific .inf file for build test purposes only, which does not impact functionality or performance."
qwen2.5:14b,A,7845,Add IdeControllerDxe.inf to PcAtChipsetPkg.dsc for build test only (Bugzilla Bug 1646),pcatchipsetpkg,low,low,0.8,The issue is about adding an .inf file for build test only and does not impact functionality or security.
qwen2.5:14b,A,9707,CpuCommonFeaturesLib ExecuteDisable.c Make sure NXE bit programmed at correct scope (Bugzilla Bug 1644),ueficpupkg,high,medium,0.85,Similar to other high priority issues in ueficpupkg related to CPU features and security.
qwen2.5:14b,A,9706,Refine comments for FERR feature (Bugzilla Bug 1643),ueficpupkg,low,medium,0.85,The issue is about refining comments for a feature and does not indicate any critical bugs or performance issues.
qwen2.5:14b,A,7844,RegisterCpuFeaturesLib.h CPU_FEATURE_THREE_STRICK_COUNTER should be CPU_FEATURE_THREE_STRIKE_COUNTER (Bugzilla Bug 1642),ueficpupkg,low,medium,0.85,Similarity to other low priority issues in ueficpupkg package involving minor spelling or typographical errors.
qwen2.5:14b,A,7843,Trim will trig exception when the input asl file is UTF8 format (Bugzilla Bug 1641),basetools,low,high,0.8,Similar to other issues in basetools package that are generally low priority.
qwen2.5:14b,A,9705,CpuCommonFeaturesLib the implementation for MonitorMwaitSupport is incorrect (Bugzilla Bug 1640),ueficpupkg,medium,medium,0.8,Similar to other issues in ueficpupkg with medium priority.
qwen2.5:14b,A,9704,"Applications, including Windows pre-OS applications, cannot address the problem where simple text output is not readable on 3K display (Bugzilla Bug 1639)",mdemodulepkg,medium,high,0.85,Similar to other mdemodulepkg issues with medium priority.
qwen2.5:14b,A,7842,Introduce a PCD for firmware device default image type ID (Bugzilla Bug 1638),fmpdevicepkg,medium,medium,0.8,No specific severity indicators; similar to other issues in fmpdevicepkg without high priority flags.
qwen2.5:14b,A,9703,UnicodeDecodeError: 'ascii' codec can't decode byte (Bugzilla Bug 1637),basetools,high,medium,0.85,The error involves a UnicodeDecodeError which can cause significant issues in tool functionality and reliability.
qwen2.5:14b,A,9702,ISCSI Attempt Order Missing when Attempt Order Page Visited and Commit without any changes (Bugzilla Bug 1636),networkpkg,medium,high,0.8,Similar to other networkpkg issues with medium priority.
qwen2.5:14b,A,7841,SdMmcPciHcDxe driver fails to detect SD card on OVMF platform with SD card enabled (Bugzilla Bug 1632),mdemodulepkg,high,medium,0.85,Similar to other high priority issues in mdemodulepkg related to driver failures and platform compatibility.
qwen2.5:14b,A,7840,[UefiBootManangerLib] Add error handling logic in BmExpandMediaDevicePath() for media device being removed (Bugzilla Bug 1631),mdemodulepkg,medium,low,0.85,Similar to other issues in mdemodulepkg with moderate severity.
qwen2.5:14b,A,9701,"After adding Max attempts, the last visited attempt details displayed as Max attempt (Bugzilla Bug 1630)",networkpkg,medium,high,0.8,Similar to other networkpkg issues with medium priority.
qwen2.5:14b,A,7839,"CpuCommonFeaturesLib C1e.c ""MSR_FEATURE_CONFIG"" should be ""MSR_NEHALEM_POWER_CTL"" in comment (Bugzilla Bug 1629)",ueficpupkg,low,medium,0.85,The issue is a documentation correction and does not impact functionality or performance.
qwen2.5:14b,A,7838,GraphicsOutputDxe driver picked incorrect PCI BAR as framebuffer address. (Bugzilla Bug 1628),mdemodulepkg,high,low,0.85,Similar to other high priority issues in mdemodulepkg related to driver and hardware interaction problems.
qwen2.5:14b,A,7837,Delete the obsolete file FrameworkDatabase.template from BaseTools/Conf (Bugzilla Bug 1627),basetools,low,medium,0.85,The issue is about deleting an obsolete file which does not impact functionality or performance.
qwen2.5:14b,A,7836,Basetool: Do Make cleanall command under Basetools/Source/C folder failed (Bugzilla Bug 1622),basetools,medium,medium,0.85,Similar to other basetools issues that are classified as medium priority.
qwen2.5:14b,A,7835,CpuCommonFeaturesLib Aesni.c uses BIT0 and BIT1 reversedly (Bugzilla Bug 1621),ueficpupkg,low,low,0.8,Similar to other code quality issues in low priority examples.
qwen2.5:14b,A,7834,Support disabling include path check (Bugzilla Bug 1620),basetools,medium,medium,0.85,Similar to other BaseTools issues without high severity indicators.
qwen2.5:14b,A,7833,CLANG Build issues with CLANG version 8.0.0.0 (trunk 339469) (Bugzilla Bug 1619),stdlib,high,high,0.85,Build issues with specific compiler versions often indicate critical compatibility problems.
qwen2.5:14b,A,9700,CLANG Build issues with CLANG version 8.0.0.0 (trunk 339469) (Bugzilla Bug 1618),stdlib,high,high,0.85,The issue involves build problems with a specific version of CLANG which can cause significant disruptions in development and testing processes.
qwen2.5:14b,A,7831,Remove framework pkgs dependency from Coreboot*Pkgs (Bugzilla Bug 1616),corebootpayloadpkg,medium,high,0.8,Similar to other dependency and build issues in different packages.
qwen2.5:14b,A,7830,license and copyright are missing in some files in Basetool (Bugzilla Bug 1615),basetools,low,low,0.85,Similar to other documentation or minor compliance issues in basetools package.
qwen2.5:14b,A,7829,BootGuard TOCTOU vulnerability (Bugzilla Bug 1614),mdemodulepkg,high,medium,0.9,The issue involves a BootGuard TOCTOU vulnerability which is likely to be critical.
qwen2.5:14b,A,9699,CpuDxe driver is hard coded to only run if it is loaded under 4 GB (Bugzilla Bug 1613),ueficpupkg,medium,medium,0.85,Similar to other firmware issues in ueficpupkg with medium priority.
qwen2.5:14b,A,7828,Duplicated BSD licenses are found in some files in EDKII repo (Bugzilla Bug 1612),securitypkg,low,low,0.85,The issue is related to license duplication which typically does not impact functionality or security.
qwen2.5:14b,A,7827,Password stored in HII database is not cleared after memory free (Bugzilla Bug 1611),mdemodulepkg,high,high,0.85,Similar to other high priority issues in MdeModulePkg related to memory management and security.
qwen2.5:14b,A,7826,Ip4AccpetFrame crash (Bugzilla Bug 1610),networkpkg,high,high,0.85,The crash in a network driver component is likely to cause significant system instability.
qwen2.5:14b,A,9698,IsX509CertInDbx() fails open in case of dbx signature check (Bugzilla Bug 1609),securitypkg,high,high,0.85,"The issue involves a security package and failure in signature check, which can have severe implications for system integrity."
qwen2.5:14b,A,7825,DxeImageVerificationHandler() fails open in case of dbx signature check (Bugzilla Bug 1608),securitypkg,high,high,0.9,"The issue involves a security package and failure in signature verification, which is critical."
qwen2.5:14b,A,7824,parallelism / dependency tracking inside (not between) modules is broken (Bugzilla Bug 1607),basetools,high,medium,0.85,"The issue affects internal module functionality and has been updated recently, indicating ongoing importance."
qwen2.5:14b,A,9697,ASL compiler settings do not promote warnings to errors (Bugzilla Bug 1602),basetools,medium,high,0.85,Similar to other issues in basetools package that are classified as medium priority due to build and tooling concerns.
qwen2.5:14b,A,9696,"DSC section handling for ""!include"" directive doesn't match DSC spec. (Bugzilla Bug 1601)",basetools,medium,medium,0.85,Similar to other DSC spec issues in basetools package.
qwen2.5:14b,A,7820,The prompt and help information are missing in MdePkg/UefiPkg/SecurityPkg.uni (Bugzilla Bug 1600),mdepkg,low,low,0.8,The issue pertains to missing prompt and help information in .uni files which is likely less critical than build failures or conformance issues.
qwen2.5:14b,A,7819,To better manage the runtime resource allocation in HiiDataBase after ReadyToBoot (Bugzilla Bug 1597),mdemodulepkg,medium,low,0.85,Similar to other mdemodulepkg issues with medium priority.
qwen2.5:14b,A,7818,Remove .S assembly code for IA32 and X64 arch (Bugzilla Bug 1594),mdepkg,medium,high,0.8,Similar to other assembly code related issues in MdePkg with medium priority.
qwen2.5:14b,A,7817,"PiSmmCpuDxeSmm: For every SMI occurrence, save and restore CR2 register only when SMM on-demand paging support is enabled (Bugzilla Bug 1593)",ueficpupkg,high,low,0.85,The issue involves SMM on-demand paging support which is critical for system stability and performance.
qwen2.5:14b,A,7816,Add S3 control flag to control S3 related functionality in PiSmmCore driver (Bugzilla Bug 1590),mdemodulepkg,medium,low,0.8,Similar to other mdemodulepkg issues with moderate impact.
qwen2.5:14b,A,9695,Standalone MM build of authenticated variable stack (Bugzilla Bug 1589),mdepkg,high,medium,0.8,The issue involves building an authenticated variable stack in standalone MM which is critical for secure boot processes.
qwen2.5:14b,A,7815,CpuFeaturePei/Dxe may skip programming package level MSR (Bugzilla Bug 1584),ueficpupkg,medium,high,0.8,Similar to other issues in ueficpupkg with medium priority.
qwen2.5:14b,A,7813,EdkSetup enhancement (Bugzilla Bug 1582),basetools,medium,medium,0.8,Similar to other enhancement requests in basetools package.
qwen2.5:14b,A,7812,[Basetools] Spaces in Python path are not handled (Bugzilla Bug 1579),basetools,medium,medium,0.85,Similar to other Basetools issues with medium priority due to handling path issues.
qwen2.5:14b,A,7811,System Crash occasionally in WiFi Connection Manager (Bugzilla Bug 1577),networkpkg,high,high,0.85,The issue involves a system crash which is typically considered severe.
qwen2.5:14b,A,7810,SMM driver hang in DEBUG exception at accessing memory beyond 4G (Bugzilla Bug 1576),ueficpupkg,high,high,0.85,The issue involves a SMM driver hang in DEBUG exception which is critical and similar to other high priority issues related to system stability.
qwen2.5:14b,A,7809,SnpDxe assumes Io/MemIo bar indices (Bugzilla Bug 1563),mdemodulepkg,medium,medium,0.85,Similar to other issues in mdemodulepkg with medium priority.
qwen2.5:14b,A,7808,"SnpDxe ExitBootServices handler should run at TPL_CALLBACK, not TPL_NOTIFY (Bugzilla Bug 1562)",mdemodulepkg,high,medium,0.85,Similar to other high priority issues in mdemodulepkg related to critical boot services handling.
qwen2.5:14b,A,7807,BaseTools build hard codes ./SecMain for 'run' target (Bugzilla Bug 1561),basetools,medium,high,0.85,Similar to other BaseTools issues that are medium priority due to build process concerns.
qwen2.5:14b,A,7806,Remove IPF code in MdePkg (Bugzilla Bug 1560),mdepkg,low,high,0.85,Similar to other cleanup tasks in MdePkg without critical impact.
qwen2.5:14b,A,9694,"Handful of ""uninitialized local var"" errors on VS2017. (Bugzilla Bug 1559)",mdemodulepkg,low,medium,0.8,Similar to other low priority issues in mdemodulepkg related to minor compiler warnings.
qwen2.5:14b,A,9693,PRI and SCN macros aren't availabe after including inttypes.h (Bugzilla Bug 1558),stdlib,low,low,0.85,"The issue is related to missing macros after including a header file, which typically does not impact core functionality or security."
qwen2.5:14b,A,9692,Add new API to check suffix for DER/PEM-encoded certificate (Bugzilla Bug 1556),mdemodulepkg,medium,medium,0.8,Similar to other issues in mdemodulepkg with medium priority.
qwen2.5:14b,A,9691,FileExplorerLib doesn't Support UEFI_DRIVER (Bugzilla Bug 1555),mdemodulepkg,medium,medium,0.8,Similar to other mdemodulepkg issues that are medium priority.
qwen2.5:14b,A,7805,"Ecc tool can't parse configure file and exception list by symbol ""-c"" and ""-e"" with Python3.7 (Bugzilla Bug 1554)",basetools,medium,medium,0.85,Similar to other issues in basetools package without clear indication of severity beyond typical tooling bugs.
qwen2.5:14b,A,7804,Add libraries to enable USB3 for debug (Bugzilla Bug 1553),-,medium,medium,0.7,"No specific severity indicators provided, similar to other medium priority issues involving library additions for debug purposes."
qwen2.5:14b,A,7803,Add new library to provide cmos related actions (Bugzilla Bug 1552),-,medium,medium,0.7,"No specific severity indicators provided, similar to other medium priority issues without critical impact."
qwen2.5:14b,A,7802,Add new driver to export log info for ACPI code (Bugzilla Bug 1551),-,medium,medium,0.7,"The issue does not specify a package or severity level, but it involves adding a new driver which is typically a medium priority task."
qwen2.5:14b,A,7801,Introduce DebugPpi to save the image size with the debug message (Bugzilla Bug 1549),mdemodulepkg,medium,high,0.8,Similar to other issues in mdemodulepkg package without a clear indication of high severity impact.
qwen2.5:14b,A,9690,[BaseTools] Short source file name in PE image (Bugzilla Bug 1548),basetools,medium,medium,0.8,Similar to other BaseTools issues without a clear indication of high severity.
qwen2.5:14b,A,7799,Add new driver to provide user authentication before enter setup page (Bugzilla Bug 1545),securitypkg,high,medium,0.8,"The issue involves adding a critical security feature for user authentication before accessing setup pages, similar to other high-priority security enhancements."
qwen2.5:14b,A,7798,The BaseTool causes build failure for a module with type as BASE or USER_DEFINED (Bugzilla Bug 1544),basetools,medium,medium,0.8,Similar to other build failure issues in basetools package which are typically medium priority.
qwen2.5:14b,A,7797,Cpuid application handles leaf 0x1F wrongly (Bugzilla Bug 1543),mdemodulepkg,medium,high,0.8,Similar to other mdemodulepkg issues with medium priority.
qwen2.5:14b,A,7796,Add shell application to dump bios image (Bugzilla Bug 1542),mdemodulepkg,medium,medium,0.8,The issue involves adding a shell application which is not as critical as fixing crashes or performance issues.
qwen2.5:14b,A,7795,Add new shell application to dump dynamic PCD settings (Bugzilla Bug 1541),mdemodulepkg,medium,medium,0.8,The issue involves adding a new shell application which is not critical but adds functionality.
qwen2.5:14b,A,7794,Header changes don’t result in incremental rebuild (Bugzilla Bug 1540),basetools,medium,high,0.8,Similar to other build-related issues in BaseTools package.
qwen2.5:14b,A,7793,EFI_RETURN_STATUS_EXTENDED_DATA is incorrectly filled in EfiBootManagerBoot() (Bugzilla Bug 1539),mdemodulepkg,medium,low,0.8,Similar to other mdemodulepkg issues without a clear indication of high severity.
qwen2.5:14b,A,7792,MemTest86 report error if multiple mode is enabled. (Bugzilla Bug 1538),ueficpupkg,high,low,0.85,"The issue affects MemTest86 functionality and has been reported to cause errors in a specific mode, similar to other high-priority issues affecting core functionalities or causing critical failures."
qwen2.5:14b,A,7791,Update Sdhci to use memory accesses that match the requested size (Bugzilla Bug 1537),mdemodulepkg,medium,low,0.85,Similar to other mdemodulepkg issues with medium priority.
qwen2.5:14b,A,7790,[BDS] Some issues with new API EfiBootManagerGetNextFullDevicePath (Bugzilla Bug 1536),mdemodulepkg,medium,high,0.85,Similar to other issues in mdemodulepkg with medium priority.
